Topics,Alpha,Beta,Coherence_C_V,Coherence_C_U_mass
35,3.400000000000001,0.01,0.9494722833830155,-0.9279526373120969
35,3.400000000000001,0.31,,-2.191889783423816
35,3.400000000000001,0.61,,-2.7663631062585927
35,3.400000000000001,0.9099999999999999,,-3.27348871139092
35,3.7000000000000006,0.01,0.8728671922592409,-2.2989281381378857
35,3.7000000000000006,0.31,,-2.674409768366668
35,3.7000000000000006,0.61,,-2.0641186166821774
35,3.7000000000000006,0.9099999999999999,,-3.468867091138218
35,4.0,0.01,0.8886105255633087,-2.030950386265386
35,4.0,0.31,,-3.1887347018912657
35,4.0,0.61,,-2.4093223920212097
35,4.0,0.9099999999999999,,-3.3321023768403686
35,4.300000000000001,0.01,0.8931857139012362,-1.9711668884307976
35,4.300000000000001,0.31,,-1.4211240179023346
35,4.300000000000001,0.61,,-3.366290743961643
35,4.300000000000001,0.9099999999999999,,-3.0326766780341337
35,4.6000000000000005,0.01,0.847706023113076,-2.5964191554199925
35,4.6000000000000005,0.31,,-2.063319551116316
35,4.6000000000000005,0.61,,-2.8456268865867007
35,4.6000000000000005,0.9099999999999999,,-2.7832582408288316
35,4.9,0.01,0.8778542818791741,-2.2667748435119397
35,4.9,0.31,,-2.426031769102669
35,4.9,0.61,,-3.7187528787549526
35,4.9,0.9099999999999999,,-3.77604795998558
40,0.1,0.01,0.9416585958290848,-1.0830770279806612
40,0.1,0.31,,-2.451482427303044
40,0.1,0.61,,-2.5461909975305956
40,0.1,0.9099999999999999,,-3.588705184116068
40,0.4,0.01,0.8968807833065473,-1.6990267738717049
40,0.4,0.31,,-1.6547481615885502
40,0.4,0.61,,-2.5992373904416044
40,0.4,0.9099999999999999,,-3.1310198141745587
40,0.7000000000000001,0.01,0.8648818461270047,-2.2415903141649864
40,0.7000000000000001,0.31,,-2.150555550785464
40,0.7000000000000001,0.61,,-2.8651822893852974
40,0.7000000000000001,0.9099999999999999,,-3.096800946541175
40,1.0000000000000002,0.01,0.8724092353089578,-2.2605177453010343
40,1.0000000000000002,0.31,,-2.7485518732525174
40,1.0000000000000002,0.61,,-2.616386456349429
40,1.0000000000000002,0.9099999999999999,,-3.488906910033763
40,1.3000000000000003,0.01,0.8914811610714807,-2.001266098788718
40,1.3000000000000003,0.31,,-1.9268626616012696
40,1.3000000000000003,0.61,,-2.696652415662332
40,1.3000000000000003,0.9099999999999999,,-3.2004062922604546
40,1.6000000000000003,0.01,0.9038621758341405,-1.742738142949689
40,1.6000000000000003,0.31,,-1.6380727039041472
40,1.6000000000000003,0.61,,-2.769857609248449
40,1.6000000000000003,0.9099999999999999,,-3.606043123513795
40,1.9000000000000004,0.01,0.9180084535307305,-1.4785072079954102
40,1.9000000000000004,0.31,,-3.0598039915478528
40,1.9000000000000004,0.61,,-1.9704757566445739
40,1.9000000000000004,0.9099999999999999,,-3.0280958357451344
40,2.2000000000000006,0.01,0.936044276878819,-1.2737280440533845
40,2.2000000000000006,0.31,,-2.090877861550238
40,2.2000000000000006,0.61,,-3.0750252871848196
40,2.2000000000000006,0.9099999999999999,,-3.7850235125324145
40,2.5000000000000004,0.01,0.9079931002228563,-1.5413300602619866
40,2.5000000000000004,0.31,,-2.3397157018182377
40,2.5000000000000004,0.61,,-2.51383906307124
40,2.5000000000000004,0.9099999999999999,,-3.1527204179105213
40,2.8000000000000003,0.01,0.9281319075041875,-1.2953217458279007
40,2.8000000000000003,0.31,,-2.7810827619008207
40,2.8000000000000003,0.61,,-2.2256543267788103
40,2.8000000000000003,0.9099999999999999,,-3.7301592559753898
40,3.1000000000000005,0.01,0.9283538951227548,-1.2405503180894453
40,3.1000000000000005,0.31,,-2.405031214139624
40,3.1000000000000005,0.61,,-2.929485402951748
40,3.1000000000000005,0.9099999999999999,,-3.608802461614927
40,3.400000000000001,0.01,0.8658320136456,-2.29076087980527
40,3.400000000000001,0.31,,-2.1472673770372595
40,3.400000000000001,0.61,,-3.182215628047451
40,3.400000000000001,0.9099999999999999,,-3.1001896369546422
40,3.7000000000000006,0.01,0.9285444251171724,-1.2944255046357327
40,3.7000000000000006,0.31,,-1.685580965287451
40,3.7000000000000006,0.61,,-2.509577460444883
40,3.7000000000000006,0.9099999999999999,,-3.8228410161243644
40,4.0,0.01,0.8746767408830094,-2.191333538038018
40,4.0,0.31,,-2.661830856632041
40,4.0,0.61,,-2.1480869354706704
40,4.0,0.9099999999999999,,-3.34472183653225
40,4.300000000000001,0.01,0.8683925263549505,-2.2307353049426104
40,4.300000000000001,0.31,,-2.737988018785379
40,4.300000000000001,0.61,,-3.367653228780872
40,4.300000000000001,0.9099999999999999,,-4.660254959503323
40,4.6000000000000005,0.01,0.9148096609006917,-1.4760643714457928
40,4.6000000000000005,0.31,,-1.737339313478302
40,4.6000000000000005,0.61,,-3.3097664592238045
40,4.6000000000000005,0.9099999999999999,,-3.2051474256269707
40,4.9,0.01,0.9194224032642614,-1.3846845111100468
40,4.9,0.31,,-2.27734883515595
40,4.9,0.61,,-3.131902807371975
40,4.9,0.9099999999999999,,-3.032974907338995
45,0.1,0.01,0.9015962089608152,-1.7991752379496666
45,0.1,0.31,,-2.73914482071117
45,0.1,0.61,,-2.973733327169734
45,0.1,0.9099999999999999,,-3.492645926286394
45,0.4,0.01,0.9210228996305855,-1.4776528645890907
45,0.4,0.31,,-2.5046203906219
45,0.4,0.61,,-2.3497900060476735
45,0.4,0.9099999999999999,,-3.2435600750626072
45,0.7000000000000001,0.01,0.8384359016560878,-2.8402434516100707
45,0.7000000000000001,0.31,,-2.216605969387605
45,0.7000000000000001,0.61,,-2.6140117509549077
45,0.7000000000000001,0.9099999999999999,,-3.520580364392735
45,1.0000000000000002,0.01,0.8954127817853681,-1.9267863342396032
45,1.0000000000000002,0.31,,-2.3152994009540153
45,1.0000000000000002,0.61,,-2.5460568353388706
45,1.0000000000000002,0.9099999999999999,,-3.2640095148324906
45,1.3000000000000003,0.01,0.880898386185932,-2.1066063349644146
45,1.3000000000000003,0.31,,-1.8606462002746724
45,1.3000000000000003,0.61,,-3.3730002525802383
45,1.3000000000000003,0.9099999999999999,,-3.356391672647322
45,1.6000000000000003,0.01,0.8694033958252732,-2.338768541740389
45,1.6000000000000003,0.31,,-2.699631164593376
45,1.6000000000000003,0.61,,-3.133747845986508
45,1.6000000000000003,0.9099999999999999,,-3.3689278868892307
45,1.9000000000000004,0.01,0.8211632113354903,-3.051298605471478
45,1.9000000000000004,0.31,,-2.2733167312360534
45,1.9000000000000004,0.61,,-2.7122486549367704
45,1.9000000000000004,0.9099999999999999,,-3.4637838824818132
45,2.2000000000000006,0.01,0.8769970053956345,-2.0521143270559685
45,2.2000000000000006,0.31,,-2.9131814044566875
45,2.2000000000000006,0.61,,-2.9255833692992415
45,2.2000000000000006,0.9099999999999999,,-3.544914028270322
45,2.5000000000000004,0.01,0.8614171704567574,-2.438583123949644
45,2.5000000000000004,0.31,,-2.0847259463041308
45,2.5000000000000004,0.61,,-3.3651438885452802
45,2.5000000000000004,0.9099999999999999,,-3.0279489898955942
45,2.8000000000000003,0.01,0.8754984444422118,-2.1685632369927204
45,2.8000000000000003,0.31,,-2.2400766581270655
45,2.8000000000000003,0.61,,-2.656375292485401
45,2.8000000000000003,0.9099999999999999,,-4.089544526292797
45,3.1000000000000005,0.01,0.8985147803928785,-1.81693299235929
45,3.1000000000000005,0.31,,-3.027407727645105
45,3.1000000000000005,0.61,,-3.4031045343613906
45,3.1000000000000005,0.9099999999999999,,-3.9856264879366634
45,3.400000000000001,0.01,0.8964556351084915,-1.8947569358081184
45,3.400000000000001,0.31,,-1.8969836510180775
45,3.400000000000001,0.61,,-3.2402468309165853
45,3.400000000000001,0.9099999999999999,,-3.3949040501261103
45,3.7000000000000006,0.01,0.9258055602719618,-1.4787053162740085
45,3.7000000000000006,0.31,,-2.8542230202951466
45,3.7000000000000006,0.61,,-2.925609700525196
45,3.7000000000000006,0.9099999999999999,,-4.234811468773745
45,4.0,0.01,0.8746006272291896,-2.252785024687005
45,4.0,0.31,,-2.651748773257244
45,4.0,0.61,,-3.0333020103041823
45,4.0,0.9099999999999999,,-3.8219493257699884
45,4.300000000000001,0.01,0.9233086784517524,-1.3143566440199814
45,4.300000000000001,0.31,,-2.106716934691359
45,4.300000000000001,0.61,,-3.6516258961843353
45,4.300000000000001,0.9099999999999999,,-3.5697162834260703
45,4.6000000000000005,0.01,0.9247699754296407,-1.5023432106806471
45,4.6000000000000005,0.31,,-2.0736441820496614
45,4.6000000000000005,0.61,,-3.0413866496205566
45,4.6000000000000005,0.9099999999999999,,-3.5807544130099207
45,4.9,0.01,0.9117161946270975,-1.4322935079495696
45,4.9,0.31,,-2.887866904008381
45,4.9,0.61,,-3.570730543843681
45,4.9,0.9099999999999999,,-3.7018879341877136
